# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
UPRT	UPRT	NM_001307944.1	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
UPRT	UPRT	NM_001363821.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
UPRT	UPRT	NM_145052.4	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
UPRT	UPRT	NR_030774.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
UQCC1	UQCC1	NM_001184977.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
UQCC1	UQCC1	NM_018244.5	protein_coding	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
UQCC1	UQCC1	NM_199487.2	protein_coding	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
UQCC2	UQCC2	NM_032340.4	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
UQCC3	UQCC3	NM_001085372.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
UQCRFS1	UQCRFS1	NM_006003.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
UQCRQ	UQCRQ	NM_014402.5	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
URAHP	URAHP	NR_027335.2		0	0	0	6	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
URAHP	URAHP	NR_027336.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
URB1	URB1	NM_014825.3	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
URB2	URB2	NM_001314021.1	protein_coding	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0
URB2	URB2	NM_014777.4	protein_coding	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0
URGCP	URGCP	NM_001077663.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0
URGCP	URGCP	NM_001077664.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0
URGCP	URGCP	NM_001290075.1	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0
URGCP	URGCP	NM_001290076.1	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0
URGCP	URGCP	NM_017920.4	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0
URGCP-MRPS24	URGCP-MRPS24	NM_001204871.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
URI1	URI1	NM_001252641.2	protein_coding	0	3	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
URI1	URI1	NM_003796.3	protein_coding	0	3	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
URI1	URI1	NR_045557.1		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
UROC1	UROC1	NM_001165974.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
UROC1	UROC1	NM_144639.3	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
UROD	UROD	NM_000374.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
UROD	UROD	NR_036510.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
UROD	UROD	NR_158184.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
UROD	UROD	NR_158185.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
USB1	USB1	NM_001195302.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USB1	USB1	NM_001204911.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USB1	USB1	NM_001330568.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USB1	USB1	NM_001330569.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USB1	USB1	NM_024598.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USE1	USE1	NM_018467.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
USF1	USF1	NM_001276373.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
USF1	USF1	NM_007122.5	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
USF1	USF1	NM_207005.3	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
USF2	USF2	NM_001321150.2	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8
USF2	USF2	NM_003367.4	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8
USF2	USF2	NM_207291.3	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8
USF3	USF3	NM_001009899.4	protein_coding	2	2	4	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0
USF3	USF3	NR_111981.2		0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
USH1C	USH1C	NM_001297764.2	protein_coding	0	5	4	6	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	5	2
USH1C	USH1C	NM_005709.4	protein_coding	0	5	4	6	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	5	2
USH1C	USH1C	NM_153676.4	protein_coding	0	6	7	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	2
USH1C	USH1C	NR_123738.2		0	0	0	15	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	2
USH1G	USH1G	NM_001282489.3	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
USH1G	USH1G	NM_173477.5	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
USH2A	USH2A	NM_007123.5	protein_coding	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	3	0
USH2A	USH2A	NM_206933.3	protein_coding	0	9	32	1	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	0	0	0	9	0
USHBP1	USHBP1	NM_001297703.2	protein_coding	0	2	8	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	1
USHBP1	USHBP1	NM_001321417.2	protein_coding	0	2	8	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	1
USHBP1	USHBP1	NM_031941.4	protein_coding	0	2	8	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	1
USHBP1	USHBP1	NR_135632.2		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1
USO1	USO1	NM_001290049.1	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0
USO1	USO1	NM_003715.3	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0
USP10	USP10	NM_001272075.2	protein_coding	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0
USP10	USP10	NM_005153.3	protein_coding	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0
USP10	USP10	NR_073577.2		0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0
USP10	USP10	NR_073578.2		0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
USP13	USP13	NM_003940.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
USP15	USP15	NM_001252078.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
USP15	USP15	NM_001351159.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
USP15	USP15	NM_001351160.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
USP15	USP15	NM_001351163.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
USP15	USP15	NM_001351164.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
USP15	USP15	NM_001351165.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
USP15	USP15	NM_001351166.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
USP15	USP15	NM_006313.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
USP15	USP15	NR_147078.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
USP15	USP15	NR_147079.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
USP15	USP15	NR_147080.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
USP15	USP15	NR_147081.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
USP15	USP15	NR_147082.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
USP16	USP16	NM_001001992.1	protein_coding	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0
USP16	USP16	NM_001032410.1	protein_coding	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0
USP16	USP16	NM_006447.3	protein_coding	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0
USP17L11	USP17L11.3	NM_001256854.1.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
USP17L17	USP17L17	NM_001256857.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L18	USP17L18.2	NM_001256859.1.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
USP17L19	USP17L19	NM_001256860.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
USP17L2	USP17L2	NM_201402.2	protein_coding	0	2	7	7	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0
USP17L7	USP17L7	NM_001256869.1	protein_coding	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	9
USP19	USP19	NM_001199160.1	protein_coding	0	0	18	14	0	0	0	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001199161.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001199162.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351098.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351099.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351100.1	protein_coding	0	0	18	14	0	0	0	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351101.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351102.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351103.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351104.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351105.1	protein_coding	0	0	18	14	0	0	0	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351106.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351107.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_001351108.1	protein_coding	0	0	12	20	0	0	0	0	0	0	0	10	0	0	6	12	0	0	0	0	0	0	0	0	0	0	4
USP19	USP19	NM_006677.2	protein_coding	0	0	18	14	0	0	0	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4
USP2	USP2	NM_001243759.2	protein_coding	0	3	1	4	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3	0
USP2	USP2	NM_004205.5	protein_coding	0	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
USP2	USP2	NM_171997.3	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
USP2-AS1	USP2-AS1	NR_034160.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USP20	USP20	NM_001008563.4	protein_coding	0	21	6	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	21	0
USP20	USP20	NM_001110303.4	protein_coding	0	21	6	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	21	0
USP20	USP20	NM_006676.7	protein_coding	0	21	6	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	21	0
USP21	USP21	NM_001014443.3	protein_coding	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0
USP21	USP21	NM_001319847.2	protein_coding	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0
USP21	USP21	NM_001319848.2	protein_coding	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0
USP21	USP21	NM_012475.5	protein_coding	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0
USP22	USP22	NM_015276.2	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
USP24	USP24	NM_015306.3	protein_coding	0	0	12	3	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
USP25	USP25	NM_001283041.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
USP25	USP25	NM_001283042.3	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
USP25	USP25	NM_001352560.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
USP25	USP25	NM_001352561.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
USP25	USP25	NM_013396.6	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
USP26	USP26	NM_031907.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
USP28	USP28	NM_001301029.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346252.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346253.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346254.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346255.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346257.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346258.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346259.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346260.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346261.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346262.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346263.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346264.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346265.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346267.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346268.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346269.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346270.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346271.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346272.2	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP28	USP28	NM_001346273.2	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
USP28	USP28	NM_020886.4	protein_coding	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
USP29	USP29	NM_020903.2	protein_coding	2	2	2	4	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0
USP3-AS1	USP3-AS1	NR_034080.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USP30	USP30	NM_001301175.1	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
USP30	USP30	NM_032663.5	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
USP31	USP31	NM_020718.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
USP33	USP33	NM_015017.4	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
USP33	USP33	NM_201624.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
USP33	USP33	NM_201626.3	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
USP34	USP34	NM_014709.4	protein_coding	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0
USP35	USP35	NM_020798.4	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
USP36	USP36	NM_001321291.1	protein_coding	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	0
USP37	USP37	NM_020935.3	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
USP38	USP38	NM_001290325.1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
USP38	USP38	NM_001290326.1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
USP38	USP38	NM_032557.6	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
USP39	USP39	NM_001256725.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
USP39	USP39	NM_001256726.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
USP39	USP39	NM_001256727.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
USP39	USP39	NM_001256728.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
USP39	USP39	NM_006590.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
USP39	USP39	NR_046347.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
USP4	USP4	NM_001251877.2	protein_coding	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0
USP4	USP4	NM_003363.4	protein_coding	0	10	7	2	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	3	0	0	0	0	0	10	0
USP4	USP4	NM_199443.3	protein_coding	0	10	7	2	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	3	0	0	0	0	0	10	0
USP40	USP40	NM_001365479.1	protein_coding	0	10	11	1	0	0	0	0	4	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	10	0
USP40	USP40	NM_018218.3	protein_coding	0	10	11	1	0	0	0	0	4	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	10	0
USP42	USP42	NM_001365764.1	protein_coding	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0
USP42	USP42	NM_032172.3	protein_coding	0	3	9	1	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0
USP43	USP43	NM_001267576.1	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
USP43	USP43	NM_153210.5	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
USP44	USP44	NM_001042403.3	protein_coding	0	0	6	5	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
USP44	USP44	NM_001278393.2	protein_coding	0	0	6	5	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
USP44	USP44	NM_001347936.2	protein_coding	0	0	6	5	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
USP44	USP44	NM_001347937.2	protein_coding	0	0	6	5	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
